title,overview,genres,vote_average,vote_count,release_date,original_language,popularity,poster_path,budget,revenue,runtime
The Sixth Sense,"Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.","Mystery, Thriller, Drama",7.944,10754,1999-08-06,en,32.836,/4AfSDjjCy6T5LA1TMz0Lh2HlpRh.jpg,40000000,672806292,107
Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?","Comedy, Romance",7.905,10750,2001-04-25,fr,42.494,/nSxDa3M9aMvGVLoItzWTepQ5h5d.jpg,10000000,173921954,122
Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","Action, Crime, Drama",8.168,10749,1983-12-09,en,54.199,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,25000000,66023329,169
Prisoners,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.","Drama, Thriller, Crime",8.091,10748,2013-09-19,en,35.085,/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg,46000000,122126687,153
American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Drama,8.352,10729,1998-07-01,en,36.427,/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg,20000000,23875127,119
The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","Horror, Thriller",7.541,10683,2013-07-18,en,105.394,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,13000000,320406242,112
The Fault in Our Stars,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.","Romance, Drama",7.598,10655,2014-05-16,en,30.209,/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg,14000000,307166834,126
The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","Romance, Drama",7.88,10629,2004-06-25,en,55.483,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,29000000,115603229,123
12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","Drama, History",7.945,10603,2013-10-18,en,34.808,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,20000000,187000000,134
2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","Science Fiction, Mystery, Adventure",8.076,10575,1968-04-02,en,48.932,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,12000000,71923560,149
In Time,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.","Action, Thriller, Science Fiction",6.953,10556,2011-10-27,en,67.242,/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,40000000,173930596,109
Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.","Animation, Family, Adventure, Fantasy, Romance",7.645,10547,1992-11-25,en,52.027,/fhyun1mja3WwQsYr1a3x1x9BttP.jpg,28000000,504050219,95
Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","Drama, Comedy",8.242,10542,2018-11-16,en,34.768,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,23000000,319700000,130
Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.","Animation, Family",7.599,10539,2010-11-24,en,84.14,/ym7Kst6a4uodryxqbGOxmewF235.jpg,260000000,592461732,100
Cast Away,"Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","Adventure, Drama",7.662,10531,2000-12-22,en,32.387,/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,90000000,429632142,143
X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.","Adventure, Action, Science Fiction",6.996,10530,2000-07-13,en,1.259,/bRDAc4GogyS9ci3ow7UnInOcriN.jpg,75000000,296339527,104
Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,"Animation, Comedy, Family",6.916,10523,2013-06-26,en,46.283,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,76000000,970761885,98
Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","Action, Adventure, Animation, Family, Comedy",7.24,10503,2008-06-04,en,52.866,/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,130000000,631744560,90
Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,"Adventure, Science Fiction, Action",6.8,10477,2007-06-27,en,10.172,/phAFhKOEhOGLIuH0brr5EenAckY.jpg,150000000,709709780,143
E.T. the Extra-Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","Science Fiction, Adventure, Family, Fantasy",7.512,10467,1982-06-11,en,50.334,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,10500000,792965500,115
Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.","Action, Thriller",7.387,10432,2008-02-18,en,58.646,/y5Va1WXDX6nZElVirPrGxf6w99B.jpg,25000000,226830568,94
Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","Action, Adventure, Science Fiction, Thriller",6.548,10431,2018-06-22,en,44.365,/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg,170000000,1310466296,129
The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","Comedy, Crime",7.842,10390,1998-03-06,en,30.996,/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg,15000000,47010480,117
Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.","Science Fiction, Action, Drama, Thriller",7.306,10321,2014-06-26,en,59.336,/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,170000000,710644566,130
Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",Drama,8.312,10311,1989-06-02,en,38.942,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,16400000,235860116,128
Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","Romance, Animation, Drama",8.514,10303,2016-08-26,ja,68.999,/q719jXXEzOoYaps6babgKnONONX.jpg,0,357986087,106
Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.","Fantasy, Adventure, Family",6.876,10203,2018-11-14,en,29.783,/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg,200000000,654855901,134
Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","Action, Thriller",7.775,10202,1988-07-15,en,36.754,/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg,28000000,140767956,131
Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","Crime, Thriller, Action, Mystery",6.83,10172,2016-06-02,en,33.753,/A81kDB6a1K86YLlcOtZB27jriJh.jpg,90000000,334901337,129
Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.","Comedy, Family",7.412,10140,1990-11-16,en,1.826,/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,18000000,476684675,103
The Matrix Reloaded,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.","Adventure, Action, Thriller, Science Fiction",7.039,10128,2003-05-15,en,44.605,/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,150000000,738599701,138
Madagascar,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.","Family, Animation, Adventure, Comedy",6.892,10103,2005-05-25,en,54.83,/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg,75000000,542063846,86
The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","Drama, Romance",7.86,10069,2014-11-26,en,20.867,/wucOQrqihOtHToP7UAPKMFRJ9LL.jpg,15000000,123726688,123
Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","Crime, Drama, Thriller",7.703,10032,2014-10-23,en,44.274,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,8500000,50300000,118
Fast & Furious 6,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.","Action, Thriller, Crime",6.817,10021,2013-05-21,en,6.263,/thSmnRdrzPBBospIOJjLZBReqzo.jpg,160000000,788680968,131
Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.","Action, Science Fiction, Adventure, Mystery",6.618,10015,2013-04-10,en,30.901,/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,120000000,286168572,124
Bruce Almighty,"Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.","Fantasy, Comedy",6.706,10010,2003-05-23,en,33.909,/f0QqG14SZYYZcV4VWykVc5w13dz.jpg,80000000,484592874,101
Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",Drama,7.994,10003,2008-12-12,en,35.849,/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg,33000000,269958228,116
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"Action, Thriller, Crime",7.238,9988,2015-04-01,en,62.276,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,190000000,1515341399,137
Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Family, Animation, Adventure, Comedy",6.395,9969,2015-06-17,en,26.414,/vlOgaxUiMOA8sPDG9n3VhQabnEi.jpg,74000000,1156730962,91
Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.","Adventure, Action, Thriller",7.543,9959,2006-11-14,en,43.407,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,150000000,599045960,144
The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","Adventure, Fantasy, Action, Thriller, Science Fiction",7.53,9947,1997-05-02,en,49.67,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,90000000,263920180,126
Slumdog Millionaire,"A teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?"".","Drama, Romance",7.734,9916,2008-11-12,en,22.969,/5leCCi7ZF0CawAfM5Qo2ECKPprc.jpg,15000000,378410542,120
Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,"Animation, Family",7.0,9903,2013-06-19,en,44.116,/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,200000000,743559607,104
Limitless,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.","Thriller, Mystery, Science Fiction",7.186,9900,2011-03-08,en,33.384,/hv5JMCrMVLvV6HKPf9FcBuyk2MG.jpg,27000000,161849455,105
Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","Action, Adventure, Thriller",6.533,9893,2015-10-26,en,33.598,/672kUEMtTHcaVYSVY4eiHEliHFa.jpg,245000000,880674609,148
The Perks of Being a Wallflower,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",Drama,7.8,9844,2012-09-20,en,40.616,/aKCvdFFF5n80P2VdS7d8YBwbCjh.jpg,13000000,33400000,103
Pan's Labyrinth,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.","Fantasy, Drama, War",7.757,9839,2006-10-10,es,35.672,/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg,19000000,83258226,118
Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.","Adventure, Fantasy, Family",7.239,9833,1995-12-15,en,13.444,/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,65000000,262821940,104
Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","Science Fiction, Adventure, Action",7.654,9830,2022-12-14,en,241.285,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,460000000,2320250281,192
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","Adventure, Family, Fantasy",7.126,9808,2005-12-07,en,123.542,/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,180000000,745013115,143
X-Men Origins: Wolverine,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","Adventure, Action, Thriller, Science Fiction",6.254,9797,2009-04-28,en,4.317,/yj8LbTju1p7CUJg7US2unSBk33s.jpg,150000000,373062864,107
American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","Thriller, Drama, Crime",7.4,9797,2000-04-13,en,55.224,/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,7000000,34266564,102
The Hangover Part II,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",Comedy,6.468,9789,2011-05-25,en,51.808,/jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg,80000000,586764305,102
Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.","Adventure, Action, Crime, Mystery",7.13,9742,2011-11-22,en,31.501,/y1MYZkwhZK6L0Jy4YMuPktzDOfn.jpg,125000000,334615000,129
The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.","Action, Crime, Thriller",6.887,9719,2017-04-12,en,56.124,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,250000000,1236005118,136
John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.","Action, Thriller, Crime",7.447,9711,2019-05-15,en,80.825,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,55000000,326709727,131
Kong: Skull Island,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.","Action, Adventure, Fantasy",6.514,9696,2017-03-08,en,39.514,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,185000000,566652812,118
Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.","Adventure, Comedy, Science Fiction",7.465,9679,1990-05-25,en,33.735,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,40000000,244527583,119
Men in Black 3,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.","Action, Comedy, Science Fiction",6.51,9675,2012-05-23,en,35.497,/90DdoEStzeObs96fsYf4GG544iN.jpg,225000000,624026776,106
Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","Science Fiction, Action, Thriller, Adventure",6.7,9669,2015-09-09,en,42.487,/2TZJ7sZd0thhXHvkPJGoPTtM8Bq.jpg,61000000,312296056,131
Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"Drama, War",8.136,9665,1987-06-26,en,40.541,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,30000000,46357676,117
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.","Action, Crime",7.0,9654,2020-02-05,en,49.33,/h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,75000000,205372791,108
21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.","Action, Comedy, Crime",6.878,9650,2012-03-14,en,31.405,/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,42000000,201585328,109
One Flew Over the Cuckoo's Nest,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",Drama,8.42,9650,1975-11-19,en,36.673,/3jcbDmRFiQ83drXNOvRDeKHxS0C.jpg,3000000,108981275,133
Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.","Action, Thriller, Science Fiction",6.877,9606,2012-09-26,en,31.34,/sNjL6SqErDBE8OUZlrDLkexfsCj.jpg,30000000,47042000,118
The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","Drama, Crime, Thriller",8.195,9604,1995-07-19,en,30.858,/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,6000000,23341568,106
Zodiac,A cartoonist teams up with an ace reporter and a law enforcement officer to track down an elusive serial killer.,"Crime, Drama, Mystery, Thriller",7.5,9597,2007-03-02,en,36.465,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,65000000,84785914,157
Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.","Action, Comedy, Drama, Thriller",6.677,9576,2005-06-07,en,32.545,/wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg,110000000,487287646,120
Kingsman: The Golden Circle,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.","Action, Adventure, Comedy",6.972,9560,2017-09-20,en,47.359,/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,104000000,410902662,141
Jaws,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.","Horror, Thriller, Adventure",7.659,9541,1975-06-20,en,34.492,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,7000000,470653000,124
Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.","Action, Adventure, Comedy, Family, Fantasy",6.6,9538,2006-12-20,en,39.701,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,110000000,574480841,108
Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,"Action, Adventure, Science Fiction, Thriller",6.361,9494,2015-03-18,en,38.035,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,110000000,297002527,119
A Beautiful Mind,"John Nash is a brilliant but asocial mathematician fighting schizophrenia. After he accepts secret work in cryptography, his life takes a turn for the nightmarish.","Drama, Romance",7.851,9475,2001-12-11,en,36.253,/zwzWCmH72OSC9NA0ipoqw5Zjya8.jpg,58000000,316800000,135
Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.","Animation, Family, Comedy, Fantasy, Drama",8.15,9473,2020-12-25,en,48.876,/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,150000000,136384442,101
